,STATE,DISTRICT,COLLEGE NAME,ADDRESS
833,TELANGANA,RANGAREDDI,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,"KISTAPUR, HAMLET OF MEDCHAL (V&M), RR DISTRICT, ANDHRA PRADESH. PIN: 501401."
834,TELANGANA,KARIMNAGAR,JNTUH COLLEGE OF ENGINEERING,NACHUPALLY(KONDAGATTU) KODIMIAL (M) KARIMNAGAR (DT)
835,TELANGANA,NALGONDA,VATHSALYA INSTITUTE OF SCIENCE & TECHNOLOGY,"ANANTHARAM (POST), BHONGIR (MANDAL), NALGONDA DIST. ANDHRA PRADESH, PIN 508116."
836,TELANGANA,WARANGAL,VAAGDEVI COLLEGE OF ENGINEERING,BOLLIKUNTA (VILLAGE) SANGEM (MANDAL) WARANGAL (DIST.) - 506 005
837,TELANGANA,MEDAK,SYED HASHIM COLLEGE OF SCIENCE & TECHNOLOGY,RAJIV RAHDARI MARG PRAGNAPUR GAJWEL MANDAL MEDAK DISTRICT ANDHRA PRADESH
838,TELANGANA,MAHABUBNAGAR,NOOR COLLEGE OF ENGINEERING AND TECHNOLOGY,"NOOR GATE, SOLIPUR VILLAGE, AMANGAL ROAD, FAROOQNAGAR MANDAL , SHADNAGAR, MAHABUBNAGAR DISTRICT"
839,TELANGANA,RANGAREDDI,BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY,MANGALPALLY (VILLAGE) IBRAHIMPATNAM (MANDAL) RANGA REDDY (DISTRICT)
840,TELANGANA,RANGAREDDI,GEETHANJALI COLLEGE OF ENGINEERING AND TECHNOLOGY,"CHEERYAL VILLAGE, KEESARA MANDAL , RANGA REDDY DISTRICT, ANDHRA PRADESH."
841,TELANGANA,KHAMMAM,VIJAYA ENGINEERING COLLEGE,"AMMAPALEM, NEAR THANIKELLA KONIJERLA (M), KHAMMAM - 507305"
842,TELANGANA,RANGAREDDI,VIJAYA KRISHNA INSTITUTE OF TECHNOLOGY & SCIENCES,"PALAMAKULA(V), SHAMSHABAD(M), RANGA REDDY DT. 501218"
843,TELANGANA,RANGAREDDI,MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"MARRI EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY & MANAGEMENT DUNDIGAL (V), QUTHBULLAPUR (M), HYDERABAD"
844,TELANGANA,RANGAREDDI,VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY,"AUSHAPUR VILLAGE, GHATKESAR MANDAL, RANGA REDDY DISTRICT, PIN - 501 301"
845,TELANGANA,KHAMMAM,ABDULKALAM INSTITUTE OF TECHNOLOGICAL SCIENCES,"ABDULKALAM INSTITUTE OF TECHNOLOGICAL SCIENCES, VEPALAGADDA,KOTHAGUDEM, KHAMMAM DT ANDRAPRADESH"
846,TELANGANA,NALGONDA,ARVINDAKSHA EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS,"BALEMLA SURYAPET, NALGONDA DIST PIN CODE: 508 376 ANDHRA PRADESH"
847,TELANGANA,RANGAREDDI,SYMBIOSIS INSTITUTE OF TECHNOLOGY & SCIENCE,"SHAMIRPET, RANGA REDDY DIST, A.P"
848,TELANGANA,RANGAREDDI,AURORA'S TECHNOLOGICAL INSTITUTE,"GAGILLAPUR, QUTUBULLAPUR, RANGA REDDY"
849,TELANGANA,WARANGAL,JAYAMUKHI INSTITUTE OF TECHNOLOGICAL SCIENCES,"CHENNARAOPET(MDL), MOQDUMPURAM(VILL), NARSAMPET,WARANGAL(DIST) ANDHRAPRADESH."
850,TELANGANA,RANGAREDDI,SRI INDU COLLEGE OF ENGINEERING & TECHNOLOGY,"SHERIGUDA(V), IBRAHIMPATNAM(M), RANGA REDDY DIST - 501 510."
851,TELANGANA,RANGAREDDI,AL HABEEB COLLEGE OF ENGINEERING AND TECHNOLOGY,"DAMERGIDDA(V), CHEVELLA(M),R.R.DIST-501503"
852,TELANGANA,NALGONDA,AURORA'S TECHNOLOGICAL & MANAGEMENT ACADEMY,"PARVATHAPUR (V), GHATKESAR (M), RANGA REDDY DIST."
853,TELANGANA,NALGONDA,KBR ENGINEERING COLLEGE,"PAGIDIPALLY VILLAGE, BHOVANAGIRI MANDAL, NALGONDA DISTRICT"
854,TELANGANA,NALGONDA,DHRUVA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"TOOPRANPET (V).NEAR RAMOJI FILM CITY CHOUTUPPAL (MD), NALGONDA(DT), A.P. PIN-508252."
855,TELANGANA,KHAMMAM,DARIPALLY ANANTHA RAMULU COLLEGE OF ENGINEERING AND TECHNOLOGY,"DARE CAMPUS, KURAVI ROAD, KHAMMAM TOWN"
856,TELANGANA,HYDERABAD,VASAVI COLLEGE OF ENGINEERING,"9-5-81, IBRAHIMBAGH, HYDERABAD"
857,TELANGANA,WARANGAL,KAKATIYA INSTITUTE OF TECHNOLOGY & SCIENCE,OPP: YERRAGATTU HILLOCK BHEEMARAM VILLAGE HASANPARTHY MANDAL WARANGAL DISTRICT - 506015
858,UTTARPRADESH,MEERUT,SHREE BANKEY BIHARI INSTITUTE OF TECHNOLOGY,MEERUT-HAPUR BYPASS MEERUT (U.P.)
859,UTTARPRADESH,MEERUT,SUBHARTI INSTITUTE OF TECHNOLOGY AND ENGINEERING,NH-58 SUBHARTIPURAM DELHI-MEERUT-HARDIWAR BY PASS ROAD
860,UTTARPRADESH,SULTANPUR,RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT & TECHNOLOGY,"RAJARSHI NAGAR, MUNSHIGANJ"
861,UTTARPRADESH,MATHURA,HINDUSTASN COLLEGE OF SCIENCE & TECHNOLOGY,"NH#2, AGRA DELHI HIGHWAY, FARAH, MATHURA"
862,UTTARPRADESH,BARABANKI,JAHANGIRABAD EDUCATIONAL TRUST GROUP OF INSTITUTIONS,"JAHANGIRABAD FORT, JAHANGIRABAD,BARABANKI,UP-225203"
863,UTTARPRADESH,ALLAHABAD,HMFA MEMORIAL INSTITUTE OF ENGG & TECH.,"KARARI BHADAILY, HANDIA, ALLAHABAD"
864,UTTARPRADESH,LUCKNOW,GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,"NEAR INDIRA CANAL, FAIZABAD ROAD, LUCKNOW-227105"
865,UTTARPRADESH,SAHARANPUR,STALLION COLLEGE FOR ENGINEERING AND TECHNOLOGY,"RASOOLPUR-MEERPUR, TEHSIL-BEHAT"
866,UTTARPRADESH,GAUTHAM BUDDHA NAGAR,I.T.S ENGINEERING COLLEGE,"PLOT NO 46, KNOWLEDGE PARK-III,"
867,UTTARPRADESH,BULANDSHAHAR,BABU BANARSI DAS INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH CENTRE,"25TH KM, ON BULANDSHAHR ANOOPSHAHR ROAD, NEAR JAHANGIRABAD, BULANDSHAHR, (NATIONAL CAPITAL REGION) 202391"
868,UTTARPRADESH,ALIGARH,VISION INSTITUTE OF TECHNOLOGY,"SHAHPUR, MADROK ALIGARH-AGRA HIGHWAY ALIGARH"
869,UTTARPRADESH,GAUTAM BUDDHA NAGAR,NOIDA INSTITUTE OF ENGINEERING & TECHNOLOGY,"19, KNOWLEDGE PARK-II, INSTITUTIONAL AREA, GREATER NOIDA-201306"
870,UTTARPRADESH,GHAZIABAD,VIVEKANAND INSTITUTE OF TECHNOLOGY & SCIENCE,"33-34 KM. MILE STONE, N.H. - 24, DELHI - HAPUR BY PASS, JINDAL NAGAR, GHAZIABAD"
871,UTTARPRADESH,MEERUT,"SHRIRAM INSTITUTE OF TECHNOLOGY , MEERUT","NH-58 ,DELHI-ROORKEE BY PASS ROAD NEAR SARDHANA CROSSING,JATTOLI,MEERUT- 250001"
872,UTTARPRADESH,LUCKNOW,BANSAL INSTITUTE OF ENGINEERING AND TECNOLOGY,"NH-24, BEHIND SEWA HOSPITAL, SITAPUR ROAD, LUCKNOW"
873,UTTARPRADESH,LUCKNOW,M.G. INSTITUTE OF MANAGEMENT & TECHNOLOGY,GRAM KHANDEDEV
874,UTTARPRADESH,KAUSHAMBI,MADHU VACHASPATI INSTITUTE OF ENGIENEERING & TECHNOLOGY,"VILL: RASOOLABAD, KOILAHA, G.T.ROAD, KAUSHAMBI"
875,UTTARPRADESH,J P NAGAR,AMANI GROUP OF INSTITUTIONS,BIJNOR ROAD AMROHA
876,UTTARPRADESH,AGRA,DR. Z.H. INSTITUTE OF TECHNOLOGY & MANAGEMENT,NEAR ETMADPUR RAILWAY OVER BRIDGE NH 2 AGRA TUNDA FIROZABAD- 283202
877,UTTARPRADESH,LUCKNOW,DNM INSTITUTE OF ENGINEERING & TECHNOLOGY,"VILLAGE- SARAI SHEHZADI, PARGANA- BIJNAUR, P.O. BANTHARA LUCKNOW PIN- 227101"
878,UTTARPRADESH,BULANDSHAHAR,BRAHMANAND INSTITUTE OF RESEARCH TECHNOLOGY AND MANAGEMENT,MOHHMAD KARIMPUR(DHANKAR-KHABRA ROAD ) VILLAGE- MOHHMAD KARIMPUR(DHANKAR) TEHSIL-KHURJA
879,UTTARPRADESH,BIJNOR,R V INSTITUTE OF TECHNOLOGY,"VILLAGE ALHEDADPUR, 9TH KM MILESTONE, BIJNOR MORADABAD ROAD, BIJNOR, UTTAR PRADESH-246701"
880,UTTARPRADESH,GHAZIABAD,LORD KRISHNA COLLEGE OF ENGINEERING,"16KM STONE, GHAZIABAD-HAPUR ROAD, MAIN NATIONAL HIGHWAY-24, VILLAGE-CHIJARSI KULICH NAGAR, GHAZIABAD, U.P."
881,UTTARPRADESH,RAMABAI NAGAR (KANPUR DEHAT),PRABHAT ENGINEERING COLLEGE,"NATIONAL HIGHWAY-II, RANIA,BARA, KANPUR DEHAT-209304"
882,UTTARPRADESH,BAREILLY,PREM PRAKASH GUPTA INSTITUTE OF ENGINEERING,"16.1 KM.STONE, BAREILLY LUCKNOW ROAD"
883,UTTARPRADESH,JYOTIBA PHULE NAGAR,LANDMARK TECHNICAL CAMPUS,VILLAGE DIDAULI DELHI MORADABAD ROAD
884,UTTARPRADESH,GHAZIABAD,INTERNATIONAL COLLEGE OF ENGINEERING,"VILL. : DIDOLI, MURADNAGAR, GHAZIABAD"
885,UTTARPRADESH,BAREILLY,FOCUS INSTITUTE OF ENGINEERING & MANAGEMENT,"19TH KM. STONE, NH-24,RAMPUR ROAD, FATEHGANJ WEST ,BAREILLY"
886,UTTARPRADESH,BAREILLY,FUTURE INSTITUTE OF ENGINEEING & TECHNOLOGY,"NH-24, BAREILLY LUCKNOW ROAD, NEAR FARIDPUR, BAREILLY"
887,UTTARPRADESH,GHAZIABAD,RAJ KUMAR GOEL ENGINEERING COLLEGE,"40 KM STONE NH-24 DELHI HAPUR ROAD, PILKHUWA, GHAZIABAD"
888,UTTARPRADESH,JYOTIBA PHULE NAGAR,MAHARAJA AGRASEN COLLEGE OF ENGG. & TECHNOLOGY,"10 TH KM. BAGARPUR MAFEE, GAJRAULA, DHANAURA, J.P NAGAR-244236 (UP)"
889,UTTARPRADESH,LUCKNOW,COLLEGE OF ENGINEERING SCIENCE & TECHNOLOGY,"GAURA, MOHANLALGANJ, LUCKNOW"
890,UTTARPRADESH,HATHRAS,MASS COLLEGE OF ENGINEERING & MANAGEMENT,"VILLAGE & POST SUSYANT KALA, ALIGARH-AGRA ROAD, NEAR MANGALATAYAN, SASNI, HATHRAS"
891,UTTARPRADESH,RAMABAI NAGAR (KANPUR DEHAT),KAMAL INSTITUTE OF TECHNOLOGY,"PITAMPUR, NH-2, KANPUR DEHAT"
892,UTTARPRADESH,GAUTAM BUDDHA NAGAR,IIMT COLLEGE OF ENGINEERING,"PLOT NO A-20, KP-III, GREATER NOIDA"
893,UTTARPRADESH,MEERUT,SHRINATHJI INSTITUTE FOR TECHNICAL EDUCATION,"GHAT ROAD,DELHI-ROORKEE BYPASS NH-58 MEERUT UP 250103"
894,UTTARPRADESH,LUCKNOW,SR INSTITUTE OF MANAGEMENT& TECHNOLOGY,"BHAISAMAU, BAKSHI KA TALAB, LUCKNOW"
895,UTTARPRADESH,SULTANPUR,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY , SULTANPUR","KAMLA NEHRU INSTITUTE OF TECHNOLOGY, SULTANPUR 228118 (U.P)"
896,UTTARPRADESH,GHAZIABAD,HI-TECH INSTITUTE OF ENGINEERING & TECHNOLOGY,"766, 26TH KM, DELHI-HAPUR BYPASS, NH-24"
897,UTTARPRADESH,KANPUR NAGAR,KANPUR INSTITUTE OF TECHNOLOGY,A-1 UPSIDC INDUSTRIAL AREA ROOMA
898,UTTARPRADESH,MUZAFFARNAGAR,BHAGWANT INSTITUTE OF TECHNOLOGY,"BHAGWANTPURAM, 17TH MILE STONE BIJNOR-DELHI HIGHWAY DISTT.- MUZAFFARNAGAR (U.P.)-251315"
899,UTTARPRADESH,GAUTAM BUDDHA NAGAR,SARVOTTAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,"PLOT NO. 6,TECH ZONE IV NOIDA EXT."
900,UTTARPRADESH,MEERUT,MAHAVEER INSTITUTE OF ENGINEERING AND TECHNOLOGY,"VILLAGE-POHALLI,POST OFFICE-DABATHUWA,TEHSIL-SARDHANA,MEERUT"
901,UTTARPRADESH,BAREILLY,RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,"VILLAGE-LABHERA TEHSIL-NAWABGANJ,BAREILLY"
902,UTTARPRADESH,KANPUR NAGAR,MAHARANA PRATAP ENGINEERING COLLEGE,"430, INDRAPURI, SHARDA NAGAR, KANPUR U.P."
903,UTTARPRADESH,KANPUR NAGAR,HARCOURT BUTLER TECHNOLOGICAL INSTITUTE,NAWABGANJ
904,UTTARPRADESH,GAUTAM BUDDHA NAGAR,ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,"PLOT NO. 49, KNOWLEDGE PARK-III"
905,UTTARPRADESH,UNNAO,MAHATMA GANDHI UNIVERSE INSTITUTE (MGUI),"MILE STONE -46, NH#25 LUCKNOW- KANPUR HIGHWAY JAGDISHPUR NAWABGANJ AJGAIN, UNNAO"
906,UTTARPRADESH,MEERUT,"SHANTI INSTITUTE OF TECHNOLOGY (B.TECH,CS, IT, EC, ME, CE, EE) & MBA","SHANTI PURAM, KURALI BAGHPAT ROAD, MEERUT- 250501"
907,UTTARPRADESH,MEERUT,SVS GROUP OF INSTITIONS,"SVS EDUCATIONAL VILLAGE,GANGA NAHAR"
908,UTTARPRADESH,RAE BARELI,FEROZE GANDHI INSTITUTE OF ENGG. & TECHNOLOGY,"RATAPUR CHURAHA, RAEBARELI"
909,UTTARPRADESH,JHANSI,INSTITUTE OF ENGINEERING & TECHNOLOGY,"BUNDELKHAND UNIVERSITY CAMPUS, KANPUR ROAD, JHANSI"
910,UTTARPRADESH,MEERUT,KITE GROUP OF INSTITUTIONS,"NH58, OPPOSITE ANSAL TOWNSHIP MAIN GATE, BYE-PASS MEERUT"
911,UTTARPRADESH,VARANASI,SARASWATI HIGHER EDUCATION AND TECHNICAL COLLEGE OF ENGINEERING,NH-56 AIRPORT ROAD NR GAS PLANT BABATPUR VARANASI
912,UTTARPRADESH,LUCKNOW,LUCKNOW MODEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,"LUCKNOW MODEL INSTITUTE OF TECHNOLOGY & MANAGEMENT 4.0 K.M. STONE MOHANLALGANJ - KANPUR ROAD BYPASS VILLAGE: BHASANDA, PARGANA - NIGOHA TEHSIL: MOH"
913,UTTARPRADESH,GAUTAM BUDDHA NAGAR,MGM'S COLLEGE OF ENGINEERING AND TECHNOLOGY,"A-9, SECTOR-62, NOIDA"
914,UTTARPRADESH,UNNAO,DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTION,"RAGENDRA SWARUP KNOWLEDGE CITY, LUCKNOW KANPUR NATIONAL HIGHWAY 25, POLE NO. 70-71, KADER PATARI, UNNAO"
915,UTTARPRADESH,LUCKNOW,SURYA SCHOOL OF PLANNING & ENGINEERING MANAGEMENT,"RAIBAREILLY ROAD, GAURA, MOHANLALGANJ, LUCKNOW-227305"
916,UTTARPRADESH,AGRA,"CHAUDHARY BEERI SINGH COLLEGE OF ENGINEERING & MANAGEMENT, AGRA","CH. BEERI SINGH COLLEGE OF ENGINEERING & MANAGEMENT, POIYA, NEAR 400 KV SUB STATION, PILI POKHAR, ALIGARH ROAD, AGRA-282006"
917,UTTARPRADESH,BARABANKI,SHERWOOD COLLEGE OF ENGINEERING RESEARCH & TECHNOLOGY,"LUCKNOW FAIZABAD ROAD, VILL. - DHARSANIYA"
918,UTTARPRADESH,MEERUT,NEELKANTH INSTITUTE OF TECHNOLOGY,"NH-58, NEAR SVBP AGRICULTURE UNIVERISTY,MEERUT"
919,UTTARPRADESH,MEERUT,GYAN BHARTI INSTITUTE OF TECHNOLOGY,"GYAN NAGAR, OPP. ANSAL SUSHANT CITY, NH-58, PARTAPUR BY-PASS ROAD, MEERUT-250002"
920,UTTARPRADESH,BAREILLY,SHRI JEET RAM SMARAK INSTITUTE OF ENGINEERING & TECHNOLOGY,VILL. KHATA BHANDSAR ROAD PO-BHANDSAR RITHORA
921,UTTARPRADESH,BAREILLY,A.N.A COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES,"VILLAGE KURTARA , AGRAS ROAD, BEHIND RUBBER FACTORY P.O. BHITAURA BAREILLY - 243501 U.P."
922,WESTBENGAL,KOLKATA,ST. THOMAS' COLLEGE OF ENGINEERING & TECHNOLOGY,"4, DIAMOND HARBOUR ROAD, KOLKATA,WEST BENGAL, PIN - 700023"
923,WESTBENGAL,HOWRAH,"BENGAL ENGINEERING AND SCIENCE UNIVERSITY, SHIBPUR","P.O. BOTANIC GARDEN, SHIBPUR, HOWRAH"
924,WESTBENGAL,HOOGHLY,ACADEMY OF TECHNOLOGY,"G. T. ROAD, ADISAPTAGRAM P.O:AEDCONAGAR DIST-HOOGHLY WEST BENGAL"
925,WESTBENGAL,NORTH 24 PARGANAS,REGENT EDUCATION & RESEARCH FOUNDATION GROUP OF INSTITUTIONS,"BARA KANTHALIA, P.O: SEWLI TELINI PARA, P.S: TITAGARH NORTH 24 PARGANAS,"
926,WESTBENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE INSTITUTE OF TECHNOLOGY,NISCHINTAPUR BUDGE BUDGE
927,WESTBENGAL,BARDHAMAN,TECHNO INDIA DURGAPUR,"BEHIND B.D.O. OFFICE, P.O.- PANAGARH BAZAR, DIST.- BURDWAN, PIN - 713148 (W.B.)"
928,WESTBENGAL,MALDA,GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING AND TECHNOLOGY,"VILL. & P.O. KOTWALI, DIST. MALDA"
929,WESTBENGAL,SOUTH 24 PARGANAS,"NEOTIA INSTITUTE OF TECHNOLOGY ,MANAGEMENT AND SCIENCE",DIAMOND HARBOUR ROAD P.O.: AMIRA SOUTH 24 PARGANAS WEST BENGAL PIN-743368
930,WESTBENGAL,SOUTH 24 PARGANAS,HERITAGE INSTITUTE OF TECHNOLOGY,"994, MADURDAHA, CHOWBAGA ROAD, ANANDAPUR P.O. EAST KOLKATA TOWNSHIP"
931,WESTBENGAL,KOLKATA,BENGAL INSTITUTE OF TECHNOLOGY,"TECH TOWN, DHAPA MANPUR ON BASANTI HIGHWAY, PO-HADIA, KOLKATA - 700150"
932,WESTBENGAL,SOUTH 24 PARGANAS,TECHNO INDIA-BATANAGAR,"PUTKHALI, WARD NO.- 30, HOLDING NO.- B7-360/NEW"
933,WESTBENGAL,HOOGHLY,SAROJ MOHAN INSTITUTE OF TECHNOLOGY,"BADHAGACHI, GUPTIPARA HOOGHLY PIN-712512"
934,WESTBENGAL,KOLKATA,JADAVPUR UNIVERSITY,"MAIN CAMPUS: 188, RAJA S. C. MALLIK ROAD, JADAVPUR, KOLKATA - 700032 SECOND CAMPUS: PL - 8, BL - LB, SECTOR - III, SALT LAKE, KOLKATA - 700098"
935,WESTBENGAL,BARDHAMAN,BENGAL COLLEGE OF ENGINEERING & TECHNOLOGY,"BENGAL COLLEGE OF ENGINEERING & TECHNOLOGY SAHID SUKUMAR BANERJEE SARANI BIDHAN NAGAR, DURGAPUR PIN-713212 DIST: BURDWAN WEST BENGAL"
936,WESTBENGAL,KOLKATA,"UNIVERSITY COLLEGE OF SCIENCE & TECHNOLOGY,CALCUTTA UNIVERSITY)","92,APC ROAD"
937,WESTBENGAL,DAKSHIN DINAJPUR,TECHNO INDIA-BALURGHAT,"MANGALPUR, NEAR DISTRICT JAIL, PO: BELTALA PARK,P.S-BALURGHAT, DIST. SOUTH DINAJPUR, Mangalpur, Balurghat, West Bengal 733103"
938,WESTBENGAL,DARJEELING,SURENDRA INSTITUTE OF ENGINEERING & MANAGEMENT,"Dhukuria, P.O New Chumta, Darjeeling, Siliguri, West Bengal 734009
"
939,WESTBENGAL,SOUTH 24 PARGANAS,DREAM INSTITUTE OF TECHNOLOGY,"668,Thakurpukur-Bibirhat-Bakhrahat-Raipur Rd, Naurbad, Kolkata, West Bengal 700104"
940,WESTBENGAL,BARDHAMAN,CAMELLIA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"BUD BUD BY-PASS (NORTH),  Budbud, West Bengal 713155"
941,WESTBENGAL,NORTH 24 PARGANAS,ALIAH UNIVERSITY," ll-A/27, Action Area II, Newtown, Kolkata, West Bengal 700156"
942,WESTBENGAL,NORTH 24 PARGANAS,ST. MARY'S TECHNICAL CAMPUS KOLKATA,"SAIBANA VILLAGE, OPP: WEST BENGAL STATE UNIVERSITY, ICHAPUR NILGUNGE GRAM PANCHAYAT, BARASAT, NORTH 24 PARGANAS DISTRICT, KOLKATA - 700 126"
943,WESTBENGAL,NORTH 24 PARGANAS,TECHNO INDIA-BANIPUR,"BANIPUR COLLEGE ROAD, BANIPUR, HABRA 24 PARGANAS(NORTH) WEST BENGAL - 743233"
944,WESTBENGAL,MURSHIDABAD,MURSHIDABAD COLLEGE OF ENGINEERING & TECHNOLOGY,"Banjetia, Berhampore, West Bengal 742102"
945,WESTBENGAL,KOLKATA,TECHNO INDIA COLLEGE OF TECHNOLOGY,"Plot No 1/1/DG, Service Road, Near Ohio Hospital, New Town Mega City, Rajarhat, Kolkata, West Bengal 700156"
946,WESTBENGAL,NORTH 24 PARGANAS,SABITA DEVI EDUCATION TRUST - BRAINWARE GROUP OF INSTITUTIONS,"398 RAMKRISHNAPUR ROAD P.S. BARASAT, West Bengal 700124"
947,WESTBENGAL,SOUTH 24 PARGANAS,PAILAN COLLEGE OF MANAGEMENT & TECHNOLOGY[B.TECH DIVISION],"BENGAL PAILAN PARK, SECTOR - 1 PHASE I JOKA, (OFF DIAMOND HARBOUR ROAD), KOLKATA- 700 104"
948,WESTBENGAL,KOLKATA,GOVERNMENT COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY,"73, ABINASH CHANDRA BANNERJEE LANE, KOLKATA-700010, WEST BENGAL"
949,WESTBENGAL,NORTH 24 PARGANAS,WEST BENGAL UNIVERSITY OF TECHNOLOGY,"BF-142, SALTLAKE KOLKATA - 700064 WEST BENGAL INDIA"
950,WESTBENGAL,HOOGHLY,ABACUS INSTITUTE OF ENGINEERING AND MANAGEMENT,"Natungram, Dist. Hooghly, Mogra, West Bengal 712148"
951,WESTBENGAL,BARDHAMAN,NATIONAL POWER TRAINING INSTITUTE(ER),MICHAEL FARADAY STREET CITY CENTRE DURGAOUR-713216
952,WESTBENGAL,NORTH 24 PARGANAS,CAMELLIA SCHOOL OF ENGINEERING & TECHNOLOGY,"NADIBHAG, P.O. KAZIPARA, BARASAT, KOLKATA-700124"
953,WESTBENGAL,BARDHAMAN,KANAD INSTITUTE OF ENGINEERING & MANAGEMENT,"Burdwan, Mankar, West Bengal 713144"
954,WESTBENGAL,BARDHAMAN,SANAKA EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,"Vill & Post : Malandighi, P.S. : Kanksha, Durgapur, West Bengal 713212"
955,WESTBENGAL,NADIA,IDEAL INSTITUTE OF ENGINEERING,"KALYANI SHILPANCHAL, P.O. + P.S.- KALYANI, DISTRICT - NADIA, WEST BENGAL, PIN CODE- 741235"
956,WESTBENGAL,NORTH 24 PARGANAS,GURUNANAK INSTITUTE OF TECHNOLOGY,"157/F, NILGUNJ ROAD, PANIHATI, SODEPUR, KOLKATA-700114"
957,WESTBENGAL,HOWRAH,CALCUTTA INSTITUTE OF TECHNOLOGY,"BANITABLA, ULUBERIA, HOWRAH-711316"
958,WESTBENGAL,KOLKATA,"TECHNO INDIA KOLKATA, JOKA","Em-4/1, Sector-V, Salt Lake, Kolkata-91, North 24 Parganas, Salt Lake, West Bengal, 700091"
959,WESTBENGAL,MURSHIDABAD,DUMKAL INSTITUTE OF ENGINEERING & TECHNOLOGY,VILLAGE BASANTAPUR PO BASANTAPUR PS DUMKAL DIST MURSHIDABAD PIN 742406 WEST BENGAL INDIA
960,WESTBENGAL,HOOGHLY,MODERN INSTITUTE OF ENGINEERING & TECHNOLOGY,"Barol-Malimpur, Rajhat, Dist. Hooghly, Bandel, West Bengal 712123"
961,WESTBENGAL,HOWRAH,MCKV INSTITUTE OF ENGINEERING,"243 G. T. Road (North), Liluah, Howrah, West Bengal 711204
"
962,WESTBENGAL,SOUTH 24 PARGANAS,SWAMI VIVEKANANDA INSTITUTE OF SCIENCE & TECHNOLOGY,"Dakshin Gobindapur, Sonarpur, Kolkata, West Bengal 700145"
963,WESTBENGAL,NADIA,JIS COLLEGE OF ENGINEERING,"Barrackpore - Kalyani Expressway, Block A, Phase III, Dist. Nadia, Kalyani, West Bengal 741235"
964,WESTBENGAL,MALDA,IMPS COLLEGE OF ENGINEERING & TECHNOLOGY,VILL-NITYANANDAPUR P.O.-CHANDIPUR(KAZIGRAM) DIST-MALDA PIN-732103 WEST BENGAL
965,WESTBENGAL,KOLKATA,SEACOM ENGINEERING COLLEGE,"JL-2, Jaladhulagori, Via Andul Mouri, Sankrail, Howrah, West Bengal 711302"
966,WESTBENGAL,MURSHIDABAD,"GOVT. COLLEGE OF ENGINEERING AND TEXTILE TECHNOLOGY, BERHAMPORE","No.4, Cantonment Road, District Murshidabad, Berhampore, West Bengal 742101"
967,WESTBENGAL,KOLKATA,INSTITUTE OF ENGINEERING & MANAGEMENT,"Ashram Building, GN-34/2, Sector – V, Saltlake Electronics Complex
Kolkata – 700 091, West Bengal, India."
968,WESTBENGAL,PURBA MEDINIPUR,"COLLEGE OF ENGINEERING & MANAGEMENT, KOLAGHAT","KTPP Township, Kolaghat, West Bengal 721171"
969,WESTBENGAL,BARDHAMAN,ASANSOL ENGINEERING COLLEGE,"Vivekananda Sarani, Kanyapur, Asansol, West Bengal 713305"
970,WESTBENGAL,NADIA,UNIVERSITY SCIENCE INSTRUMENTATION CENTRE,"UNIVERSITY OF KALYANI, GHOSHPARA, KALYANI, NADIA, W. BENGAL, 700009"
971,WESTBENGAL,BARDHAMAN,"DR. B.C. ROY ENGINEERING COLLEGE, DURGAPUR"," Jemua Road, Fuljhore, Durgapur, West Bengal 713206"
972,WESTBENGAL,BANKURA,MALLABHUM INSTITUTE OF TECHNOLOGY,"266, Rash Behari Ave, Hindustan Park, Ballygunge, Kolkata, West Bengal 700019"
973,WESTBENGAL,NORTH 24 PARGANAS,ELITTE COLLEGE OF ENGIINEERING,"Sarojini Naidu Road, Near Mohispota, P.O. Karnamadhavpur, P.S.-Ghola, Mohispota, West Bengal 700113"
974,WESTBENGAL,SOUTH 24 PARGANAS,JLD ENGINEERING AND MANAGEMENT COLLEGE,"Mouza- Begampur, P.O.- Tentulia, P.S.- Baruipur
South 24 Parganas, Pin- 743610
West Bengal"
