Unnamed: 0,STATE,DISTRICT,COLLEGE NAME,INTERNATIONAL DIAL CODE ,ADDRESS,DEPARTMENTS,HOD/FACULTY DETAILS,EMAIL ID,PHONE NUMBER,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1737,ODISHA,SUNDERGARH,PURUSHOTTAM INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2812050487,"PURUSHOTTAM VIHAR, 10TH KM., HIGHWAY 10, MANDIAKUDAR, KANSBAHAL","CSE, ETE, EEE, IT, AEI and ME",,,,,,,
1738,ODISHA,KHORDHA,NALANDA INSTITUTE OF TECHNOLOGY,1-2812053673,"BHUDHIST VILLA, NEBAD BHUASANI TEMPLE SQUARE, SIMILIPATNA, CHANDAKA, BHUBANESAWR, ORISSA.","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1739,ODISHA,SUNDERGARH,PADMANAVA COLLEGE OF ENGINEERING,1-2812070697,ROURKELA-769002 SECTOR -4,"Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
1740,ODISHA,KHORDHA,SPINTRONIC TECHNOLOGY AND ADVANCE RESEARCH,1-2812077821,"AT/PO: TARABOI, BHUBANESWAR VIA: JATANI DIST: KHURDA","Computer Science and Engineering
Electrical and Electronics Engineering
Electronics and Communications Engineering
Civil Engineering
Mechanical Engineering",,,,,,,
1741,ODISHA,GANJAM,GAYATRI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2812084175,"TATADAPALLI VILLAGE, GOLANTHRA JUNCTION, KONISI TAHSIL, BERHAMPUR, GANJAM DT, ORISSA-761 008","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
1742,ODISHA,KHORDHA,SYNERGY INSTITUTE OF TECHNOLOGY,1-2812089258,"AT: BHIMPUR, VIA: PHULNAKHARA, PO: PAHALA, BHUBANESWAR, DIST: KHURDA, ORISSA, INDIA","B.Tech in Electronics & Telecommunication
B.Tech in Computer Science & Engineering
B.Tech in Mechanical Engineering
B.Tech in Electrical Engineering
B.tech in Civil Engineering",,,,,,,
1743,ODISHA,KHORDHA,KRUTTIKA INSTITUTE OF TECHNICAL EDUCATION,1-2812175222,GHANGAPATNA,"Applied Electronics and Instrumentation
Computer Science and Engineering
Electrical Engineering
Electronics and Communications Engineering
Mechanical Engineering",,,,,,,
1744,ODISHA,KHORDHA,GURUKULA COLLEGE OF ENGINEERING FOR WOMEN,1-2812176040,"JAMUJHARI, CHHATABAR, BHUBANESWAR- 752054","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Instrumentation Engineering
Electronics & Telecommunication Engineering
Mechanical Engineering",,,,,,,
1745,ODISHA,KHORDHA,BHUBANESWAR INSTITUTE OF INDUSTRIAL TECHNOLOGY,1-2812179728,"PANDIAPADA, RETANGA, BHUBANESWAR DIST-KHURDA, ORISSA","Civil Engineering
Electrical Engineering
Electronics and Tele-Communication Engineering
Mechanical Engineering
Metallurgical Engineering",,,,,,,
1746,ODISHA,KHORDHA,MAHAVIR INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2812181258,"MAHAVIR NAGAR, BHUBANESWAR, PANIORA, PO-PALASHPUR, DIST-KHURDA PIN-752054, ORISSA","Electronics & Communication Engineering
Computer Science & Engineering
Information Technology
Electrical & Electronics Engineering
Applied Electronics & Instrumentation Engineering
Biomedical Engineering
Mechanical Engineering
Civil Engineering",,,,,,,
1747,ODISHA,KHORDHA,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT (GITAM),1-2812182676,"SARASWATI VIHAR, AT- GRAMADIHA, P.O- GANGAPADA, VIA- JANALA, BHUBANESWAR, DIST- KHORDA, STATE- ORISSA, PIN- 752054","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1748,ODISHA,RAYAGADA,RAYAGADA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2812187623,PITAMAHAL,"CIVIL ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1749,ODISHA,KHORDHA,KMBB COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2812189906,"NH-5, DALEIPUT, KHURDA, PIN-752056 ORISSA","Civil Engineering   
Computer Science & Engineering   
Electrical & Electronics Engineering   
Electrical Engineering   
Electronics & Communication Engineering   
Mechanical Engineering   ",,,,,,,
1750,ODISHA,MAYURBHANJ,"SEEMANTA ENGINEERING COLLEGE, MAYURBHANJ",1-2813123451,"AT- MAYURVIHAR, VILLAGE- JAUNTI, PO.-JHARPOKHARIA, MAYURBHANJ, PIN-757086.","Mechanical, Civil, Computer Science, Electronics and Telecommunication, Electronics and Instrumentation and Electrical.",,,,,,,
1751,ODISHA,KHORDHA,NM INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2814360393,"SIJUA, PATRAPADA, BHUBANESWAR ORISSA - 751019","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1752,ODISHA,SAMBALPUR,"VEER SURENDRA SAI UNIVERSITY OF TECHNOLOGY, BURLA",1-2814361038,"VEER SURENDRA SAI UNIVERSITY OF TECHNOLOGY, BURLA PO. BURLA ENGG. COLLEGE, DIST. SAMBALPUR","Civil Engineering (120 Seats) (including dual degree)
Mechanical Engineering (120 Seats)
Electrical Engineering (120 Seats) (including dual degree)
Electrical and Electronics Engineering (60 Seats)
Electronics and Telecommunications Engineering (120 Seats)
Computer Science and Engineering (60 Seats)
Information Technology (60 Seats)
Production Engineering (60 Seats)
Metallurgical and Materials Engineering (60 Seats)
Chemical Engineering (60 Seats)",,,,,,,
1753,ODISHA,BALASORE,BALASORE COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2816260001,SERGARH BALASORE ORISSA PIN-756060,"Mechanical Engineering
Electronics and Instrumentation Engineering
Electronics and Tele-Communication Engineering
Computer Science and Engineering
Information Technology",,,,,,,
1754,ODISHA,RAYAGADA,MAJHIGHARIANI INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2816262169,SRIRAM VIHAR BHUJABALA KOLNARA RAYAGADA-765017 ORISSA,"Biotechnology
Computer Science
Electronics & Communication
Electrical & Electronics
Electrical
Information Technology
Mechanical
Civil",,,,,,,
1755,ODISHA,KHORDHA,"GANDHI ENGIEERING COLLEGE(GEC, BHUBANESWAR)",1-2816267462,"AT: BADARAGHUNATHPUR, PO: MADANPUR OFF NH 5 ON GAHIRA SQUARE","CIVIL ENGINEERING
AUTOMOBILE ENGINEERING
COMPUTER SCIENCE AND ENGINEERING
ELECTRICAL AND ELECTRONICS ENGINEERING
ELECTRICAL ENGINEERING
ELECTRONICS & COMMUNICATION ENGINEERING
MECHANICAL ENGINEERING
METALLURGICAL ENGINEERING",,,,,,,
1756,ODISHA,GANJAM,PARALA MAHARAJA ENGINEERING COLLEGE,1-2816271340,SITALAPALLI PO-TANGANAPALLI BERHAMPUR PIN-761003,"Automobile Engineering(60)
Civil Engineering(120)
Chemical Engineering(60)
Computer Science and Engineering(120)
Electrical Engineering(120)
Electronics and Telecommunication Engineering(60)
Mechanical Engineering(120)
Production Engineering(60)
Material and metallurgy Engineering(60)",,,,,,,
1757,ODISHA,BALASORE,"SRINIX COLLEGE OF ENGINEERING, BALASORE",1-2816273443,AT-RANIPATNA P.O./DIST-BALASORE,"Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Telecommunication Engineering
Mechanical Engineering",,,,,,,
1758,ODISHA,KHORDHA,COLLEGE OF ENGINEERING BHUBANESWAR,1-2816273874,"PLOT NO-1(A),CNI COMPLEX,PATIA CHANDRASEKHARPUR,BHUBANESWAR ORISSA-751024","Automobile Engineering
Computer Science and Engineering
Electrical & Electronics Engineering
Electrical Engineering
Electronics and Telecommunication Engineering
Information Technology
Mechanical Engineering
Civil Engineering",,,,,,,
1759,PUNDUCHERRY,KARAIKAL,BHARATHIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811013622,THIRUVETTAKUDY KOTTUCHERRY KARAIKAL - 609 609 U.T. OF PUDUCHERRY,"Mechanical Engineering
Electronics & Communication Engineering
Electrical & Electronics Engineering
Civil Engineering
Computer Science & Engineering
Information & Technology",,,,,,,
1760,PUNDUCHERRY,KARAIKAL,PERUNTHANALAIVAR KAMARAJAR INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2811014407,"NEDUNGADU , KARAIKAL 609 603","Computer Science and Engineering
 Electrical and Electronics Engineering	
 ECE",,,,,,,
1761,PUNDUCHERRY,PUDUCHERRY,RAJIV GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811073756,"RS NO.25, PONDY-CUDDALOR E E.C. ROAD, KIRUMAMPAKKAM, PUDUCHERRY - 607 402","Bio Medical Engineering
Computer Science & Engineering
Electrical and Electronics Engineering
ECE
Information Technology
Mechanical Engineering",,,,,,,
1762,PUNDUCHERRY,PUDUCHERRY,AVVAIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1-2811172152,"R.S.NO. 104/1, FCI GODOWN ROAD THIRUVANDARKOIL VILLAGE, VILLIANUR TALUK."," Computer Science and Engineering
 Electrical and Electronics Engineering
 ECE	
 Information Technology",,,,,,,
1763,PUNDUCHERRY,PUDUCHERRY,PONDICHERRY ENGINEERING COLLEGE,1-2811185333,"PILLAICHAVADI, PUDUCHERRY - 605014","Department of ECE
Department of Electrical and Electronics Engineering
Department of Computer Science and Engineering
Department of Information Technology
Department of Electronics and Instrumentation Engineering
Department of Chemical Engineering
Department of Mechanical Engineering
Department of Civil Engineering
Department of Mathematics
Department of Physics",,,,,,,
1764,PUNDUCHERRY,PUDUCHERRY,MANAKULA VINAYAGAR INSTITUTE OF TECHNOLOGY,1-2811251296,"KALITHEERTHAL KUPPAM, MADAGADIPET, PONDICHERRY. PIN CODE- 605 107","Computer Science Engineering
Electrical Engineering 
ECE 
Information Technology 
Mechanical Engineering",,,,,,,
1765,PUNDUCHERRY,PUDUCHERRY,CHRIST COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811312543,"PITCHAVEERANPET, MOOLAKULAM, OULGARET MUNICIPALITY,","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Information Technology
Mechanical Engineering",,,,,,,
1766,PUNDUCHERRY,PUDUCHERRY,ALPHA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2811326943,KANNIAKOIL TO BAHOUR MAIN ROAD BAHOUR - 607 402,"Computer Science and Engineering	
Electrical and Electronics Engineering	
ECE	
Information Technology	
Mechanical Engineering	",,,,,,,
1767,PUNDUCHERRY,YANAM,REGENCY INSTITUTE OF TECHNOLOGY,1-2811341689,"YANAM-533 464, U. T. OF PUDUCHERRY NEAR KAKINADA (A. P.)","Computer Science & Engineering   
Electrical & Electronics Engineering   	
Electronics & Communication Engineering   	
Mechanical Engineering   ",,,,,,,
1768,PUNDUCHERRY,PUDUCHERRY,SRI MANAKULA VINAYAGAR ENGINEERING COLLEGE,1-2811430135,NO.24 MARIAMMAN KOIL STREET MADAGADIPET PUDUCHERRY,"Information Technology
Civil Engineering
ECE
Electrical and Electronics Engineering
Computer Science and Engineering
Mechanical Engineering
Instrumentation and Control Engineering
M.Tech Networking
M.Tech Computer Science and Engineering
M.Tech ECE
M.Tech Power Electronics and Drives
M.Tech Manufacturing Engineering
M.Tech VLSI & Embedded Systems
MBA - Master of Business Administration
MCA - Master of Computer Application",,,,,,,
1769,PUNDUCHERRY,PUDUCHERRY,PONNAIYAH RAMAJAYAM INSTITUTE OF SCIENCE AND TECHNOLOGY (PRIST) UNIVERSITY,1-2811469900,"URUVAIYAR MAIN ROAD, THIMMANAICKAN PALAYAM","Civil Engineering   
Computer Science & Engineering   
Electrical & Electronics Engineering   
Electronics & Communication Engineering   
Mechanical Engineering   ",,,,,,,
1770,PUNDUCHERRY,PUDUCHERRY,SRI VENKATESHWARAA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2811483452,"NO.13-A, PONDY-VILLUPURAM MAIN ROAD, ARIYUR (PANGUR),PUDUCHERRY -605102.","MECH, CIVIL, CSE, ECE, EEE",,,,,,,
1771,PUNDUCHERRY,PUDUCHERRY,ACHARIYA COLLEGE OF ENGINEERING TECHNOLOGY,1-2811490717,"URUVAIYARU, ACHARIYAPURAM VILLIANOOR PUDUCHERRY- PUDUCHERRY- 605 110","1.	B.Tech. (Computer Science & Engineering) 
2.	B.Tech. (Electronics & Communication Engg) 	
3.	B.Tech. (Electrical & Electronics Engg) 	
4.	B.Tech (Mech. Engg.) 	
5.	B.Tech (Civil. Engg.)",,,,,,,
1772,PUNDUCHERRY,PUDUCHERRY,RAAK COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811494717,"#1, MUTHUPILLAIPALAYAM ROAD, G.N. PALAYAM, PUDUCHERRY - 605010","B.Tech in Computer Science and Engineering
B.Tech in Information Technology
B.Tech in ECE
B.Tech in Electrical and Electronics Engineering
B.Tech in Mechanical Engineering",,,,,,,
1773,PUNDUCHERRY,PUDUCHERRY,SHRI KRISHNAA COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811525886,"R.S.NO.74/3, TIRKANUR ROAD, MANNADIPET VILLAGE, PUDUCHERRY-605501"," Computer Science and Engineering	
 Electrical and Electronics Engineering	  
ECE	
 Information Technology	  
Mechanical Engineering	 ",,,,,,,
1774,PUNDUCHERRY,PUDUCHERRY,SRI GANESH COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2811576109,KEELPARIKALPATTU ROAD KEELPARIKALPATTU MULLODAI MANAPET POST BAHOUR PUDUCHERRY," Computer Science and Engineering	 
 Electrical and Electronics Engineering	 
 ECE	
 Information Technology	 
 Mechanical Engineering",,,,,,,
1775,PUNDUCHERRY,PUDUCHERRY,CHRIST INSTITUTE OF TECHNOLOGY,1-2811608776,"Ramanathapurram Revenue Village, Commune, Villianur, Puducherry 605502","B.Tech (Electronics & Communication Engineering)
B.Tech (Computer Science & Engineering)
B.Tech (Electrical & Electronics Engineering)
B.Tech (Information Technology)
B.Tech (Mech. Engg.)
B.Tech (Civil. Engg.)",,,,,,,
1776,PUNDUCHERRY,KARAIKAL,RVS COLLEGE OF ENGINEERING &TECHNOLOGY,1-2814419602,"KALIKUPPAM, THIRUVETTAKUDI, KARAIKAL. 609 609","Civil Engineering (2)
Computer Science Engineering (2)
Electrical Engineering (2)
ECE (2)
Mechanical Engineering (2)
Metallurgical Engineering (2)",,,,,,,
1777,PUNJAB,MOGA,LALA LAJPAT RAI INSTITUTE OF ENGGNEERING & TECHNOLOGY,1-2813544938,"FEROZEPUR ROAD, NEAR PS SADAR, MOGA","Mechanical Engineering
Computer Science Engineering
ECE
Civil Engineering
Information Technology",,,,,,,
1778,PUNJAB,SANGRUR,SANT LONGOWAL INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813554245,LONGOWAL,"Mechanical Engineering (3)
Chemical Engineering (2)
Computer Science Engineering (2)
Electrical Engineering (2)
ECE (2)
Food Technology (2)
Instrumentation Technology (2)
Information Technology (1)",,,,,,,
1779,PUNJAB,SANGRUR,KCT COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813565666,"SANT HARCHAND SINGH LONGOWAL MARG,VILL FATEHGARH,TEHSIL SUNAM, DISTRICT:- SANGRUR,PUNJAB","Computer Science and Engineering - 60
Electronics & Telecommunication Engineering - 60
Electronics Engineering - 60
Computer Engineering - 60
Mechanical Engineering - 60
Applied Science",,,,,,,
1780,PUNJAB,KAPURTHALA,COLLEGE OF ENGINEERING & MANAGEMENT,1-2813588240,"5TH KM STONE, GOINDWAL ROAD KAPURTHALA","Computer Science and Engineering
Information Technology
Mechanical Engineering
ECE
Instrumentation and Control Engineering
Civil Engineering",,,,,,,
1781,PUNJAB,PATIALA,SWAMI VIVEKANAND INSTITUTE OF ENGG. & TECH.,1-2813594466,"SECTOR 8, RAMNAGAR, BANUR, TEHSIL RAJPURA, DISTT. PATIALA","CSE
ECE
ME
EE
CIVIL
AERONAUTICAL
AUTOMOBILE
AEROSPACE
PETROCHEM AND PETROLEUM
MARINE
MINING
3D ANIMATION & GRAPHICS",,,,,,,
1782,PUNJAB,MOHALI,"UNIVERSITY INSTITUTE OF ENGINEERING (UIE), GHARUAN",1-2813597311,"V.P.O.GHARUAN, TEHSIL KHARAR, DISTT. MOHALI"," Biotechnology, Computer Science & Engineering, Electrical & Electronics Engineering, Electronics & Communication Engineering, Information Technology, and Mechanical Engineering",,,,,,,
1783,PUNJAB,FATEHGARH SAHIB,CONTINENTAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813598308,"VILLAGE JALVEHRA, GT ROAD (NH-1), PO NABIPUR, DISTRICT FATEHGARH SAHIB","B.Tech (Computer Science & Engineering.)
B.Tech (Mechanical Engineering.)
B.Tech (Electronics & Communication Engineering.)
B.Tech (Civil Engineering)",,,,,,,
1784,PUNJAB,BATHINDA,GURU RAM DASS INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813604867,VILLAGE:LEHRA BEGA BATHINDA-BARNALA ROAD TEH:NATHANA DISTT:BATHINDA,"Computer Science and Engineering
Electrical Engineering
Electronics and Communications Engineering
Mechanical Engineering",,,,,,,
1785,PUNJAB,GURDASPUR,AMAN BHALLA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813607418,"JAMMU AMRITSAR HIGHWAY, CANAL SIDE KOTLI, PO: JHAKOLARI TEHSIL: PATHANKOT-145025","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
1786,PUNJAB,GURDASPUR,SWAMI SARVANAND INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813610310,"VILLAGE TALWANDI, G.T. ROAD, NEAR DAYANAND MATH DINANAGAR DISTT. GURDASPUR","CIVIL ENGINEERING
COMPUTER SCIENCE AND ENGINEERING
ELECTRONICS & COMMUNICATION ENGINEERING
MECHANICAL ENGINEERING",,,,,,,
1787,PUNJAB,MOHALI,SACHDEVA ENGINEERING COLLEGE FOR GIRLS,1-2813613846,"CHANDIGARH-MORINDA HIGHWAY VILL.GHARUAN TEH.KHARAR, MOHALI","Computer Science & Engineering
Electronics & Communication Engineering
Information Technology",,,,,,,
1788,PUNJAB,S.A.S NAGAR,SRI SUKHMANI INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813630873,"DERA BASSI,PIN-140507, DISTT. MOHALI,PUNJAB","Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering   
Information Technology   	
Mechanical Engineering   ",,,,,,,
1789,PUNJAB,MOGA,"DESH BHAGAT FOUNDATION GROUP OF INSTITUTIONS, FEROZPUR ROAD MOGA",1-2813634885,DESH BHAGAT FOUNDATION GROUP OF INSTITUTIONS FEROZPUR ROAD MOGA,"CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1790,PUNJAB,MOHALI,UNIVERSITY SCHOOL OF ENGINEERING AND TECHNOLOGY,1-2813639513,"V.P.O SAHAURAN, TEH. KHARAR, DIST. MOHALI (PB.) PIN CODE: 140104","Biotechnology, Computer Science & Engineering, Electrical & Electronics Engineering, Electronics & Communication Engineering, Information Technology, and Mechanical Engineering",,,,,,,
1791,PUNJAB,AMRITSAR,SATYAM INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813671424,"KOTLA DOOM, RAM TIRATH AMRITSAR","Civil Engineering   	
Computer Science & Engineering  
Electrical & Electronics Engineering 
Electronics & Communication Engineering  
Mechanical Engineering   ",,,,,,,
1792,PUNJAB,MOHALI,RAM DEVI JINDAL EDUCATIONAL CHARITABLE SOCIETY GROUP OF INSTIUTIONS,1-2813675353,"RAM DEVI JINDAL EDUCATIONAL CHARITABLE SOCIETY GROUP OF INSTITUTIONS, VILLAGE BASOLI ,P.O RANIMAJRA- 140501,TEHSIL DERABASSI DISTT. MOHALI (PUNJAB)","Department Of Civil Engineering                                       
Department Of Computer Science Engineering        
Department Of Electronics & Comm. Engineering      
Department Of Mechanical Engineering          ",,,,,,,
1793,PUNJAB,BATHINDA,BABA FARID COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813687849,"VILLAGE DEON, MUKTSAR ROAD, BATHINDA","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
1794,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"KC COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY, NAWANSHAHR",1-2813690772,"KARIAM ROAD, NAWANSHAHR VPO - KARIAM TEL. - NAWANSHAHR PUNJAB - 144514"," CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
1795,PUNJAB,S.A.S NAGAR,ADESH INSTITUTE OF TECHNOLOGY,1-2813694583,LUDHIANA ROAD VILL : GHARUAN TEH : KHARAR DISTT : S.A. S. NAGAR,"Computer Science and Engineering	
 ECE	
 Mechanical Engineering	
 Electrical Engineering	
 Civil Engineering",,,,,,,
1796,PUNJAB,AMRITSAR,"KHALSA COLLEGE OF ENGINEERING & TECHNOLOGY, AMRITSAR",1-2813699631,"RANJIT AVENUE, BLOCK-C, AMRITSAR, PUNJAB-143001","Civil Engineering   	
Computer Science & Engineering   
Electronics & Communication Engineering  
Mechanical Engineering   ",,,,,,,
1797,PUNJAB,JALANDHAR,ST. SOLDIER GROUP OF INSTITUTIONS,1-2813718433,"BEHIND N.I.T(R.E.C.), AMRITSAR BY-PASS, G.T. ROAD, JALANDHAR","Automobile Engineering (1)
Civil Engineering (1)
Computer Science Engineering (1)
Electrical Engineering (1)
ECE (1)
Mechanical Engineering (1)",,,,,,,
1798,PUNJAB,PATIALA,SHREE GANESH GROUP OF INSTITUTIONS,1-2813722347,"SHREE GANESH GROUP OF INSTITUTIONS, PATIALA NABHA ROAD, RAKHRA , PATIALA","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1799,PUNJAB,LUDHIANA,"LUDHIANA COLLEGE OF ENGINEERING & TECHNOLOGY, KATANI KALAN, LUDHIANA.",1-2813741300,"LUDHIANA COLLEGE OF ENGINEERING & TECHNOLOGY, CHANDIGARH-LUDHIANA HIGHWAY, V.P.O. KATANI KALAN, TEHSIL & DISTRICT-LUDHIANA. PIN-141113.","ECE
Mechanical Engineering
Computer Science Engineering
Information Technology
Civil Engineering
Automobile Engineering",,,,,,,
1800,PUNJAB,GURDASPUR,S.SUKHJINDER SINGH ENGINEERING & TECHNOLOGY COLLEGE,1-2813742412,"V.P.O. HAYAT NAGAR, HARDOCHHANI ROAD, GURDASPUR","Civil Engineering
Computer Science & Engineering
Electronics And Communications Engineering
Information Technology
Mechanical Engineering",,,,,,,
1801,PUNJAB,LUDHIANA,LUDHIANA GROUP OF COLLEGES,1-2813759846,"CHOWK CHOWKIMANN, VILL.MANN","Civil Engineering   
Computer Science & Engineering   
Electrical Engineering   
Electronics & Communication Engineering   
Mechanical Engineering   ",,,,,,,
1802,PUNJAB,MOHALI,CGC TECHNICAL CAMPUS - FACULTY OF ENGINEERING,1-2813762627,VILLAGE JHANJERI,"Computer Science and Engineering
Electronics & Communication Engineering
Civil EngineeringUnder Graduate
Computer Science & Engineering
Mechanical Engineering",,,,,,,
1803,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"RAYAT GROUP OF INSTITUTIONS , ROPAR",1-2813775437,VILLAGE RAILMAJRA NEAR RUPNAGAR DISTT. S.B.S NAGAR PUNJAB,"Computer Science & Engineering	  
Electrical Engineering	  	
Electronics & Communication Engineering	  
Information Technology	  	
Mechanical Engineering	  ",,,,,,,
1804,PUNJAB,JALANDHAR,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813782241,KABIR NAGAR,"Electrical Engineering
Computer Science and Engineering
Information Technology
Mechanical Engineering
ECE
Civil Engineering
Applied Sciences",,,,,,,
1805,PUNJAB,FIROZPUR,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813797463,"C/O HOMOEOPATHIC MEDICAL COLLEGE OPP. BSF CANTONMENT, HANUMANGARH ROAD, ABOHAR- 152116 PUNJAB","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
1806,PUNJAB,GURDASPUR,SUKHJINDER TECHNICAL CAMPUS,1-2813805884,"PATHANKOT-DALHOUSIE ROAD, TEHSIL DHAR KALAN","CSE, ME, ECE, EE and Civil",,,,,,,
1807,PUNJAB,S.A.S NAGAR,DOABA INSTITUTE OF ENGG. & TECH.,1-2813812870,"VILLAGE-GHATAUR, PO-ALLAPUR, TEHSIL-KHARAR, DISTT - S.A.S. NAGAR (MOHALI) - PUNJAB","Computer Science & Engineering   
Electronics & Communication Engineering   
Information Technology   
Mechanical Engineering   ",,,,,,,
1808,PUNJAB,FIROZPUR,FEROZEPUR COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813818653,"MOGA-FEROZEPUR G.T ROAD FEROZSHAH, DISTT. FEROZEPUR","Electronics and Communications Engineering
Computer Science and Engineering
Information Technology		
Electrical Engineering		
Mechanical Engineering",,,,,,,
1809,PUNJAB,AMRITSAR,GLOBAL INSTITUTE OF MANAGEMENT AND EMERGING TECHNOLOGIES,1-2813832516,"11TH KM STONE, SOHIAN KHURD AMRITSAR-BATALA ROAD AMRITSAR","Information Technology
ECE
Computer Science and Engineering
Mechanical Engineering
Civil Engineering
Management Studies",,,,,,,
1810,PUNJAB,AMRITSAR,"BABA KUMA SINGH JI ENGG COLLEGE,AMRITSAR",1-2813840412,HOSHIAR NAGAR ATTARI ROAD NEAR WAGHA BORDER AMRITSAR-143107,"Electrical and Electronics Engineering
Computer Science and Engineering
Mechanical Engineering
Electronics and Communications Engineering
Information Technology
Civil Engineering",,,,,,,
1811,PUNJAB,MOHALI,GGS COLLEGE OF MODERN TECHNOLOGY,1-2813858430,"CHANDIGARH-LUDHIANA HIGHWAY VILL.KHANPUR, KHARAR","Computer Science and Engineering (CSE)
ECE (ECE)
Information Technology (IT)
Mechanical Engineering (ME)
Electrical Engineering (EE)
Bachelor of Computer Applications (BCA)",,,,,,,
